API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVRegion,ENVBasin,ENVPlay,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,ENVFracJobType,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,Proppant_LBS,TotalFluidPumped_BBL,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProdDate,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,FirstProdYear
42-003-46962,4200346962,42-003-46962-00,4.20035E+11,42-003-46962-00-00,4.20035E+13,8.4042E+14,8.40421E+14,42-003-46962,1,UNIVERSITY 'DC' LEASE 1H,US,TX,ANDREWS,46463,UNIVERSITY 'DC' LEASE,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2015/4/1,32.471713,-102.398148,32.484518,-102.40217,9737,14227,8,SPRABERRY,UL,5,U111,,7,,,,UNIVERSITY 'DC' LEASE,2015,2015-Q2,Apr-15,3088,ACTUAL,3063,ACTUAL,ACTUAL,2014/12/9,2014/12/3,2015/1/19,2015/3/18,2015/3/18,2015/4/5,CROSSLINK HC,9910,13999,4089,4281,5253316,104512,2015/5/7,,248,61,1490,230,56,110,27,1161,284,,,,PUMPING,38,,3904,955,2523,617,23421,5728,3483,852,61567,5991,1465,3874,947,35944,8790,5345,1307,75655,7987,1953,5326,1303,47920,11719,7099,1736,88966,9519,2328,6169,1509,57115,13968,8491,2077,99562,19790,4840,13425,3283,118737,29038,17552,4292,169520,41458,2015/5/1,2,1881,460,1225,300,11287,2760,1677,410,27632,41664,10189,34833,8519,249987,61136,35859,8770,317509,121,2025/4/1,1,0,9,2082,2043,1742,14730,86,971,2015
42-173-35071,4217335071,42-173-35071-00,4.21734E+11,42-173-35071-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-35071,1,MCMORRIES 1,US,TX,GLASSCOCK,43437,MCMORRIES 1,OCCIDENTAL,OXY USA INC.,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/9/1,32.057878,-101.641249,32.057904,-101.64137,10337,10339,8,SPRABERRY,WADE RR CO,35,521,,1,2S,,,,2012,2012-Q3,Sep-12,2586,ACTUAL,2573,ACTUAL,ACTUAL,2012/6/15,2012/5/29,2012/8/6,2012/8/17,2012/8/17,2012/9/20,,9000,10525,1525,,978500,25180,2013/1/5,,129,,772,89,,238,,158,,,,,PUMPING,38,,6878,,0,,41268,,6878,,9805,14903,,11998,,89416,,12903,,16991,22210,,24557,,133263,,18118,,19532,29401,,36955,,176404,,23241,,22326,54912,,81110,,329472,,41394,,35983,,2012/10/1,2,4138,,6133,,24828,,4138,,5935,72619,,140970,,435716,,49124,,68438,152,2025/4/1,1,79,40,302,1431,63,1967,68,2870,2012
42-173-36037,4217336037,42-173-36037-00,4.21734E+11,42-173-36037-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36037,1,M HILLGER 16B 3,US,TX,GLASSCOCK,45689,M HILLGER 16B,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/7/1,31.953462,-101.559672,31.953462,-101.559672,10816,10816,8,SPRABERRY,T&P RR CO,34,996,,16,3S,,,,2014,2014-Q3,Jul-14,2667,ACTUAL,2654,ACTUAL,,2013/8/30,2013/8/21,2014/4/7,2014/4/23,2014/4/23,2014/6/26,HYBRID CROSSLINKER/LINEAR GEL HC,7822,10350,2528,,828900,47136,2014/10/11,,54,,324,52,,12,,291,,,,,PUMPING,38,,919,,331,,5515,,864,,30852,4332,,5923,,25993,,3345,,48719,7191,,14262,,43146,,4814,,55487,8543,,18490,,51256,,5461,,58501,14141,,30707,,84845,,9023,,75775,,2014/12/1,6,1973,,4697,,11837,,1190,,18155,21787,,50378,,130724,,13391,,100678,129,2025/3/1,4,192,28,717,2010,382,2595,61,3762,2014
42-173-36193,4217336193,42-173-36193-00,4.21734E+11,42-173-36193-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36193,1,HOUSTON 25 2,US,TX,GLASSCOCK,45107,HOUSTON 25,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/3/1,31.995976,-101.648979,31.995976,-101.648979,10690,10690,8,SPRABERRY,T&P RR CO,35,305,,25,2S,,,,2014,2014-Q1,Mar-14,2618,ACTUAL,2603,ACTUAL,,2013/11/22,2013/11/9,2014/1/18,2014/1/29,2014/1/29,2014/3/27,,8116,10483,2367,,906778,35612,2014/7/27,24,439,,2636,377,,374,,46,,,230,,PUMPING,38,,14612,,0,,87670,,14612,,1905,37569,,19809,,225415,,34268,,5398,51788,,45798,,310728,,44155,,8995,62949,,76060,,377692,,50272,,11389,99604,,197299,,597622,,66721,,20122,,2014/7/1,5,11800,,11977,,70801,,10063,,1574,127093,,296834,,762560,,77621,,44327,133,2025/3/1,0,358,0,1460,4798,660,4507,61,3824,2014
42-173-36369,4217336369,42-173-36369-00,4.21734E+11,42-173-36369-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36369,1,JONES -A- 7,US,TX,GLASSCOCK,25586,JONES -A-,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/5/1,31.854803,-101.771463,31.854803,-101.771463,11190,11190,8,SPRABERRY,T&P RR CO,36,406,,31,3S,,,,2014,2014-Q2,May-14,2649,ACTUAL,2634,ACTUAL,,2014/2/21,2014/2/3,2014/3/20,2014/4/5,2014/4/5,2014/5/19,HYBRID CROSSLINKER/LINEAR GEL HC,8537,11130,2593,,1438861,54239,2014/7/24,64,278,,1670,150,,770,,157,,,440,,PUMPING,38,,20734,,40988,,124406,,13903,,14323,40044,,91539,,240261,,24787,,25056,55961,,133655,,335765,,33685,,34021,69914,,166889,,419487,,42100,,42682,139599,,378511,,837593,,76514,,81028,,2014/6/1,2,9341,,25013,,56045,,6778,,7094,240585,,709685,,1443509,,122304,,157522,131,2025/3/1,464,4489,1128,11009,36024,5005,11755,51,5803,2014
42-173-36390,4217336390,42-173-36390-00,4.21734E+11,42-173-36390-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36390,1,PERRY BROOKS 1A 4,US,TX,GLASSCOCK,43583,PERRY BROOKS 1A,OCCIDENTAL,OXY USA INC.,CROWNQUEST OPERATING,CUDD,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/6/1,32.074244,-101.646338,32.074435,-101.645919,8197,8200,8,SPRABERRY,T&P RR CO,35,293,,1,2S,,,,2014,2014-Q2,Jun-14,2568,ACTUAL,2555,ACTUAL,ACTUAL,2014/4/26,2014/1/28,2014/5/9,2014/5/24,2014/5/24,2014/6/30,HYBRID CROSSLINKER/LINEAR GEL HC,8278,10403,2125,,968896,45965,2014/9/10,,258,,1545,227,,183,,930,,,,,PUMPING,43,,736,,1970,,4419,,408,,1505,9018,,12471,,54105,,6939,,20336,14220,,19650,,85318,,10945,,31030,17892,,25195,,107351,,13693,,38487,34914,,59711,,209486,,24963,,71100,,2014/9/1,4,2914,,3995,,17483,,2414,,7988,57072,,113060,,342430,,38228,,121155,131,2025/4/1,10,43,50,687,922,533,2679,67,2957,2014
42-173-36396,4217336396,42-173-36396-00,4.21734E+11,42-173-36396-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36396,1,GRAVES 2 4,US,TX,GLASSCOCK,43770,GRAVES 2,OCCIDENTAL,OXY USA INC.,CROWNQUEST OPERATING,CUDD,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/10/1,32.056558,-101.668038,32.056603,-101.667616,9448,9450,8,SPRABERRY,WADE RR CO,35,522,,2,2S,,,,2014,2014-Q4,Oct-14,2595,ACTUAL,2595,ACTUAL,ACTUAL,2014/3/3,2014/1/30,2014/4/24,2014/5/8,2014/5/8,2014/10/14,HYBRID CROSSLINKER/LINEAR GEL HC,8295,10564,2269,,1062363,48464,2014/10/15,,113,,680,80,,200,,100,,,,,PUMPING,43,,3160,,8578,,18961,,1730,,1389,6189,,17394,,37136,,3290,,2725,7912,,22300,,47474,,4196,,3550,9580,,27649,,57479,,4972,,4303,18401,,54841,,110406,,9261,,9754,,2014/10/1,1,1465,,3686,,8791,,851,,762,35912,,112609,,215473,,17144,,41964,127,2025/4/1,65,475,685,1522,5612,587,5656,48,6568,2014
42-173-36639,4217336639,42-173-36639-00,4.21734E+11,42-173-36639-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-36639,1,BERRY A 204,US,TX,GLASSCOCK,43924,BERRY A,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/9/1,31.99711,-101.724762,31.99711,-101.724762,10765,10765,8,SPRABERRY,T&P RR CO,35,1146,,20,2S,,,,2014,2014-Q3,Sep-14,2615,ACTUAL,2602,ACTUAL,,2014/6/17,2014/5/14,2014/7/3,2014/7/16,2014/7/16,2014/9/3,SLICKWATER HC,8340,10675,2335,,966130,49271,2014/12/12,,78,,469,56,,133,,237,,,,,PUMPING,38,,4072,,9289,,24434,,2524,,10926,6365,,15207,,38190,,3831,,16861,8193,,19781,,49156,,4896,,21719,9571,,23242,,57429,,5698,,25258,19646,,47791,,117873,,11680,,48694,,2014/11/1,2,1671,,3745,,10023,,1055,,4466,44198,,82831,,265189,,30393,,86631,127,2025/3/1,187,373,229,2952,4138,2263,2936,69,2725,2014
42-173-37218,4217337218,42-173-37218-00,4.21734E+11,42-173-37218-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-37218,1,DE SCHWARTZ 1 4,US,TX,GLASSCOCK,46109,DE SCHWARTZ 1,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/9/1,31.968344,-101.618581,31.968344,-101.618581,10536,10536,8,SPRABERRY,T&P RR CO,35,312,,1,3S,,,,2015,2015-Q3,Sep-15,2551,ACTUAL,2537,ACTUAL,,2015/7/23,2015/7/16,2015/8/5,2015/8/21,2015/8/21,2015/9/17,HYBRID CROSSLINKER/LINEAR GEL HC,7650,10430,2780,,706634,41040,2015/11/15,,119,,713,103,,95,,182,,,,,PUMPING,38,,5744,,7941,,34466,,4421,,8280,8518,,14579,,51106,,6088,,11977,10475,,19284,,62850,,7261,,14511,12453,,23857,,74719,,8477,,17074,22412,,48450,,134473,,14337,,28259,,2015/10/1,2,2475,,3284,,14849,,2031,,3589,38165,,106748,,228992,,20374,,36364,115,2025/3/1,38,486,34,1538,5992,539,499,53,5239,2015
42-115-33597,4211533597,42-115-33597-00,4.21153E+11,42-115-33597-00-00,4.21153E+13,8.4042E+14,8.40421E+14,42-115-33597,1,OAK VALLEY 2 1,US,TX,DAWSON,44812,OAK VALLEY 2,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2013/10/1,32.538785,-101.714771,32.538785,-101.714771,10791,10791,8A,SPRABERRY,T&P RR CO,34,1379,,2,3N,,,,2013,2013-Q4,Oct-13,2831,ACTUAL,2816,ACTUAL,,2013/6/19,2013/6/10,2013/8/18,2013/9/3,2013/9/3,2013/10/3,,8370,10646,2276,,666822,29103,2014/3/2,,145,,867,134,,63,,64,,,,,PUMPING,38,,1314,,118,,7882,,1294,,1553,7432,,3972,,44592,,6770,,11941,12930,,9686,,77582,,11316,,15770,16744,,13377,,100461,,14514,,18435,36005,,37605,,216027,,29737,,30642,,2014/3/1,6,3415,,3008,,20492,,2914,,7672,77467,,90484,,464800,,62386,,55922,138,2025/3/1,148,142,41,5349,2070,5004,2066,81,1450,2013
42-115-33658,4211533658,42-115-33658-00,4.21153E+11,42-115-33658-00-00,4.21153E+13,8.4042E+14,8.40421E+14,42-115-33658,1,OV UNIT 1,US,TX,DAWSON,45403,OV UNIT,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/8/1,32.54119,-101.72046,32.54119,-101.72046,9443,9443,8A,SPRABERRY,T&P RR CO,34,1379,,2,3N,,,,2014,2014-Q3,Aug-14,2831,ACTUAL,2818,ACTUAL,,2014/4/17,2014/3/18,2014/4/23,2014/5/5,2014/5/5,2014/7/8,,7580,9262,1682,,822847,36229,2014/10/4,,44,,262,39,,28,,105,,,,,PUMPING,38,,1275,,556,,7648,,1182,,3487,4745,,2345,,28469,,4354,,12115,9821,,4961,,58925,,8994,,25114,16220,,12180,,97320,,14190,,40092,40546,,47293,,243277,,32664,,99938,,2015/5/1,10,2282,,3267,,13693,,1940,,5677,75585,,96739,,453511,,59462,,251713,128,2025/3/1,614,199,5677,3084,927,2930,26267,79,1627,2014
42-227-36601,4222736601,42-227-36601-00,4.22274E+11,42-227-36601-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36601,1,FREE 32 4,US,TX,HOWARD,41478,FREE 32,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2011/5/1,32.35039,-101.667646,32.35039,-101.667646,10401,10401,8,SPRABERRY,BAUER & COCKRELL,A,589,,40,,,,,2011,2011-Q2,May-11,2563,ACTUAL,2548,ACTUAL,,2011/2/24,2011/2/2,2011/3/9,2011/3/27,2011/3/27,2011/5/11,,7702,10235,2533,,888892,21818,2011/6/5,18,194,,1161,150,,261,,267,,420,420,,PUMPING,39,,9181,,11820,,55086,,7211,,53409,13030,,14516,,78181,,10611,,78722,18063,,28076,,108379,,13384,,95576,20493,,34084,,122961,,14813,,102661,47516,,102413,,285098,,30447,,142126,,2011/7/1,3,4974,,9134,,29846,,3452,,28744,114653,,334099,,687918,,58970,,147331,167,2025/3/1,86,4136,0,8223,42126,1202,0,51,5666,2011
42-227-36744,4222736744,42-227-36744-00,4.22274E+11,42-227-36744-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36744,1,ALLAR 1 2,US,TX,HOWARD,41358,ALLAR 1,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/1/1,32.308909,-101.683595,32.308321,-101.683551,10435,10440,8,SPRABERRY,T&P RR CO,34,522,,1,1N,,,,2012,2012-Q1,Jan-12,2536,ACTUAL,2517,ACTUAL,ACTUAL,2011/9/8,2011/8/31,2011/10/30,2011/11/12,2011/11/12,2012/1/28,,7700,10350,2650,,904962,23365,2012/3/28,,119,,713,90,,173,,140,,,,,PUMPING,38,,7662,,14970,,45975,,5167,,8066,13330,,25247,,79982,,9123,,14395,17920,,35177,,107521,,12057,,19199,22011,,45381,,132066,,14448,,23197,43660,,90169,,261958,,28631,,49273,,2012/3/1,3,4043,,7528,,24260,,2789,,4343,89975,,214163,,539849,,54281,,122708,159,2025/3/1,67,916,328,2428,9193,895,4205,60,3945,2012
42-227-36801,4222736801,42-227-36801-00,4.22274E+11,42-227-36801-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36801,1,STALLINGS LOMAX 2,US,TX,HOWARD,42051,STALLINGS LOMAX,OCCIDENTAL,OXY USA INC.,NADEL & GUSSMAN,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/8/1,32.122457,-101.65798,32.122457,-101.65798,10685,10685,8,SPRABERRY,T&P RR CO,34,418,,31,1S,,,,2012,2012-Q3,Aug-12,2526,ACTUAL,2512,ACTUAL,,2011/11/4,2011/10/28,2012/5/23,2012/6/10,2012/6/10,2012/8/24,,8015,10410,2395,,187491,4908,2012/12/7,,174,,1045,161,,78,,48,,60,800,,PUMPING,36,,3303,,1286,,19818,,3089,,0,12010,,5106,,72058,,11159,,0,17454,,8422,,104726,,16051,,0,21772,,11151,,130633,,19914,,0,37139,,26789,,222835,,32674,,322,,2012/12/1,5,4147,,1636,,24880,,3874,,4338,55210,,61787,,331260,,44912,,55418,153,2025/4/1,45,12,1067,1624,1892,1308,29523,81,1376,2012
42-227-36840,4222736840,42-227-36840-00,4.22274E+11,42-227-36840-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36840,1,WILKINSON RANCH 11,US,TX,HOWARD,40510,WILKINSON RANCH,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/5/1,32.316031,-101.685923,32.316031,-101.685923,10527,10527,8,SPRABERRY,T&P RR CO,34,522,,1,1N,,,,2012,2012-Q2,May-12,2525,ACTUAL,2513,ACTUAL,,2011/12/8,2011/11/30,2012/3/13,2012/3/28,2012/3/28,2012/5/25,SLICKWATER HC,7480,10330,2850,,885227,25093,2012/9/5,,164,,986,138,,158,,69,,,,,PUMPING,38,,3588,,4223,,21526,,2884,,385,12757,,20228,,76540,,9385,,1934,19755,,40008,,118528,,13087,,3513,25739,,55595,,154433,,16473,,5029,66372,,172554,,398230,,37613,,17159,,2012/8/1,4,3830,,7461,,22982,,3087,,1806,150219,,485603,,901313,,69285,,50526,155,2025/3/1,192,3473,3,6853,31252,1645,34,46,7009,2012
42-227-36909,4222736909,42-227-36909-00,4.22274E+11,42-227-36909-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36909,1,GUTHRIE 3042,US,TX,HOWARD,41920,GUTHRIE,OCCIDENTAL,OXY USA INC.,MERITAGE ENERGY,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2013/7/1,32.151858,-101.55702,32.151858,-101.55702,10117,10117,8,SPRABERRY,T&P RR CO,33,1535,,30,1S,,,,2013,2013-Q3,Jul-13,2526,ACTUAL,2511,ACTUAL,,2012/3/2,2012/2/19,2013/6/7,2013/6/20,2013/6/20,2013/7/2,HYBRID CROSSLINKER/LINEAR GEL HC,7320,9980,2660,,747943,43422,2013/8/14,29,178,,1066,158,,118,,430,,925,400,,PUMPING,45,,6809,,8882,,40855,,5329,,13024,11365,,15548,,68188,,8773,,20706,14088,,20709,,84528,,10637,,24787,19469,,28986,,116816,,14638,,33407,42160,,84719,,252960,,28040,,60543,,2013/8/1,2,3662,,3962,,21970,,3089,,7965,74682,,183511,,448089,,44096,,84116,142,2025/4/1,107,615,108,2393,6979,1230,1281,59,4162,2013
42-227-36910,4222736910,42-227-36910-00,4.22274E+11,42-227-36910-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36910,1,OLLIE BROWN 4242,US,TX,HOWARD,45054,OLLIE BROWN,OCCIDENTAL,OXY USA INC.,MERITAGE ENERGY,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/1/1,32.102092,-101.646835,32.102092,-101.646835,10467,10467,8,SPRABERRY,T&P RR CO,34,1422,,42,1S,,,,2014,2014-Q1,Jan-14,2530,ACTUAL,2515,ACTUAL,,2012/3/2,2012/2/19,2013/11/21,2013/12/9,2013/12/9,2014/1/21,HYBRID CROSSLINKER/LINEAR GEL HC,8328,10346,2018,,752597,36333,2014/1/29,,268,,1605,211,,340,,770,,1200,400,,PUMPING,45,,11062,,24096,,66372,,7046,,14227,18373,,43072,,110238,,11194,,22294,25589,,60179,,153535,,15559,,30431,30779,,73917,,184676,,18460,,35602,51793,,134807,,310755,,29325,,52096,,2014/2/1,2,5514,,12649,,33085,,3406,,6897,78480,,213071,,470882,,42969,,62634,136,2025/4/1,96,120,29,1121,2512,702,229,55,4959,2014
42-227-36940,4222736940,42-227-36940-00,4.22274E+11,42-227-36940-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36940,1,SHORTES 702,US,TX,HOWARD,40919,SHORTES,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/7/1,32.421684,-101.645943,32.421743,-101.646321,8997,9000,8,SPRABERRY,T&P RR CO,33,321,,7,2N,,,,2012,2012-Q3,Jul-12,2650,ACTUAL,2632,ACTUAL,ACTUAL,2012/3/22,2012/2/29,2012/5/25,2012/6/10,2012/6/10,2012/7/20,,7087,10289,3202,,969860,25165,2012/11/15,,94,,561,80,,81,,252,,,,,PUMPING,38,,2137,,3155,,12821,,1611,,5355,4481,,6916,,26884,,3328,,11572,7424,,12958,,44546,,5265,,21048,9664,,17838,,57982,,6691,,28090,21285,,40832,,127711,,14480,,68159,,2012/9/1,3,1504,,3017,,9026,,1201,,3784,48715,,115190,,292291,,29517,,162220,153,2025/3/1,52,649,409,2577,10440,837,6400,61,3903,2012
42-227-37113,4222737113,42-227-37113-00,4.22274E+11,42-227-37113-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-37113,1,LINDSAY LA 94,US,TX,HOWARD,43628,LINDSAY LA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/11/1,32.268587,-101.675839,32.268587,-101.675839,10450,10450,8,SPRABERRY,T&P RR CO,34,526,,9,1N,,,,2012,2012-Q4,Nov-12,2478,ACTUAL,2460,ACTUAL,,2012/7/27,2012/7/18,2012/9/12,2012/10/2,2012/10/2,2012/11/27,,7543,10300,2757,,963875,30932,2013/1/7,,111,,668,81,,182,,143,,,,,PUMPING,38,,4040,,0,,24240,,4040,,5663,8659,,1052,,51956,,8484,,7582,17467,,9098,,104802,,15951,,11009,21901,,12118,,131407,,19882,,12956,49906,,38674,,299434,,43460,,28172,,2013/5/1,7,3905,,3971,,23429,,3243,,4137,88706,,147476,,532236,,64127,,84006,149,2025/3/1,97,2488,981,7166,34357,1440,12858,72,2300,2012
